Entity,Code,Year,Low-carbon energy (% sub energy)
Czechia,CZE,1995,8.384
Czechia,CZE,1996,8.367
Czechia,CZE,1997,8.481
Czechia,CZE,1998,9.018
Czechia,CZE,1999,9.756
Czechia,CZE,2000,9.314
Czechia,CZE,2001,9.879
Czechia,CZE,2002,12.284
Czechia,CZE,2003,14.749
Czechia,CZE,2004,14.913
Czechia,CZE,2005,14.447
Czechia,CZE,2006,14.992
Czechia,CZE,2007,15.07
Czechia,CZE,2008,15.648
Czechia,CZE,2009,17.073
Czechia,CZE,2010,17.312
Czechia,CZE,2011,18.508
Czechia,CZE,2012,20.005
Czechia,CZE,2013,21.142
Czechia,CZE,2014,21.147
Czechia,CZE,2015,19.639
Czechia,CZE,2016,18.314
Czechia,CZE,2017,19.746
Czechia,CZE,2018,20.376
Czechia,CZE,2019,20.995
Denmark,DNK,1965,0.042
Denmark,DNK,1966,0.038
Denmark,DNK,1967,0.037
Denmark,DNK,1968,0.029
Denmark,DNK,1969,0.027
Denmark,DNK,1970,0.027
Denmark,DNK,1971,0.029
Denmark,DNK,1972,0.028
Denmark,DNK,1973,0.028
Denmark,DNK,1974,0.031
Denmark,DNK,1975,0.028
Denmark,DNK,1976,0.023
Denmark,DNK,1977,0.031
Denmark,DNK,1978,0.035
Denmark,DNK,1979,0.041
Denmark,DNK,1980,0.053
Denmark,DNK,1981,0.061
Denmark,DNK,1982,0.068
Denmark,DNK,1983,0.137
Denmark,DNK,1984,0.139
Denmark,DNK,1985,0.149
Denmark,DNK,1986,0.256
Denmark,DNK,1987,0.342
Denmark,DNK,1988,0.529
Denmark,DNK,1989,0.82
Denmark,DNK,1990,1.168
Denmark,DNK,1991,1.338
Denmark,DNK,1992,1.868
Denmark,DNK,1993,2.154
Denmark,DNK,1994,1.955
Denmark,DNK,1995,2.119
Denmark,DNK,1996,1.996
Denmark,DNK,1997,3.103
Denmark,DNK,1998,4.315
Denmark,DNK,1999,4.966
Denmark,DNK,2000,6.581
Denmark,DNK,2001,6.843
Denmark,DNK,2002,7.92
Denmark,DNK,2003,8.694
Denmark,DNK,2004,10.781
Denmark,DNK,2005,11.447
Denmark,DNK,2006,9.678
Denmark,DNK,2007,11.368
Denmark,DNK,2008,11.504
Denmark,DNK,2009,12.123
Denmark,DNK,2010,14.173
Denmark,DNK,2011,17.035
Denmark,DNK,2012,19.16
Denmark,DNK,2013,19.62
Denmark,DNK,2014,22.746
Denmark,DNK,2015,24.696
Denmark,DNK,2016,23.695
Denmark,DNK,2017,27.821
Denmark,DNK,2018,26.718
Denmark,DNK,2019,30.163
Ecuador,ECU,1965,8.031
Ecuador,ECU,1966,8.737
Ecuador,ECU,1967,8.897
Ecuador,ECU,1968,7.866
Ecuador,ECU,1969,8.218
Ecuador,ECU,1970,7.653
Ecuador,ECU,1971,7.567
Ecuador,ECU,1972,7.323
Ecuador,ECU,1973,6.685
Ecuador,ECU,1974,6.583
Ecuador,ECU,1975,8.172
Ecuador,ECU,1976,7.146
Ecuador,ECU,1977,5.537
Ecuador,ECU,1978,7.514
Ecuador,ECU,1979,6.463
Ecuador,ECU,1980,6.265
Ecuador,ECU,1981,5.042
Ecuador,ECU,1982,5.273
Ecuador,ECU,1983,10.386
Ecuador,ECU,1984,17.612
Ecuador,ECU,1985,15.085
Ecuador,ECU,1986,17.637
Ecuador,ECU,1987,19.516
Ecuador,ECU,1988,17.825
Ecuador,ECU,1989,17.743
Ecuador,ECU,1990,17.296
Ecuador,ECU,1991,15.928
Ecuador,ECU,1992,15.685
Ecuador,ECU,1993,17.699
Ecuador,ECU,1994,18.395
Ecuador,ECU,1995,15.268
Ecuador,ECU,1996,16.503
Ecuador,ECU,1997,15.247
Ecuador,ECU,1998,15.102
Ecuador,ECU,1999,18.301
Ecuador,ECU,2000,20.577
Ecuador,ECU,2001,18.726
Ecuador,ECU,2002,20.078
Ecuador,ECU,2003,18.726
Ecuador,ECU,2004,17.804
Ecuador,ECU,2005,15.73
Ecuador,ECU,2006,15.394
Ecuador,ECU,2007,18.55
Ecuador,ECU,2008,21.545
Ecuador,ECU,2009,17.949
Ecuador,ECU,2010,15.077
Ecuador,ECU,2011,18.204
Ecuador,ECU,2012,18.82
Ecuador,ECU,2013,16.452
Ecuador,ECU,2014,16.333
Ecuador,ECU,2015,18.607
Ecuador,ECU,2016,22.434
Ecuador,ECU,2017,27.008
Ecuador,ECU,2018,26.149
Ecuador,ECU,2019,30.387
Egypt,EGY,1965,5.267
Egypt,EGY,1966,5.274
Egypt,EGY,1967,6.643
Egypt,EGY,1968,9.41
Egypt,EGY,1969,15.256
Egypt,EGY,1970,14.378
Egypt,EGY,1971,15.061
Egypt,EGY,1972,13.872
Egypt,EGY,1973,14.659
Egypt,EGY,1974,15.295
Egypt,EGY,1975,15.331
Egypt,EGY,1976,15.121
Egypt,EGY,1977,15.751
Egypt,EGY,1978,16.363
Egypt,EGY,1979,14.476
Egypt,EGY,1980,12.95
Egypt,EGY,1981,11.857
Egypt,EGY,1982,10.91
Egypt,EGY,1983,9.406
Egypt,EGY,1984,8.482
Egypt,EGY,1985,7.766
Egypt,EGY,1986,7.438
Egypt,EGY,1987,7.099
Egypt,EGY,1988,6.782
Egypt,EGY,1989,6.899
Egypt,EGY,1990,7.005
Egypt,EGY,1991,6.89
Egypt,EGY,1992,6.818
Egypt,EGY,1993,6.948
Egypt,EGY,1994,7.245
Egypt,EGY,1995,7.134
Egypt,EGY,1996,6.947
Egypt,EGY,1997,6.835
Egypt,EGY,1998,6.75
Egypt,EGY,1999,7.006
Egypt,EGY,2000,7.005
Egypt,EGY,2001,6.762
Egypt,EGY,2002,6.442
Egypt,EGY,2003,5.619
Egypt,EGY,2004,5.379
Egypt,EGY,2005,5.024
Egypt,EGY,2006,4.842
Egypt,EGY,2007,5.05
Egypt,EGY,2008,5.073
Egypt,EGY,2009,4.482
Egypt,EGY,2010,4.114
Egypt,EGY,2011,4.122
Egypt,EGY,2012,3.935
Egypt,EGY,2013,3.932
Egypt,EGY,2014,3.897
Egypt,EGY,2015,4.004
Egypt,EGY,2016,3.906
Egypt,EGY,2017,3.707
Egypt,EGY,2018,3.861
Egypt,EGY,2019,4.556
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.028
Estonia,EST,1996,0.022
Estonia,EST,1997,0.036
Estonia,EST,1998,0.058
Estonia,EST,1999,0.084
Estonia,EST,2000,0.093
Estonia,EST,2001,0.089
Estonia,EST,2002,0.169
Estonia,EST,2003,0.203
Estonia,EST,2004,0.259
Estonia,EST,2005,0.47
Estonia,EST,2006,0.56
Estonia,EST,2007,0.57
Estonia,EST,2008,0.791
Estonia,EST,2009,2.408
Estonia,EST,2010,3.824
Estonia,EST,2011,4.165
Estonia,EST,2012,5.118
Estonia,EST,2013,4.071
Estonia,EST,2014,4.659
Estonia,EST,2015,5.512
Estonia,EST,2016,5.436
Estonia,EST,2017,7.853
Estonia,EST,2018,5.771
Estonia,EST,2019,7.296
Europe,,1965,7.303
Europe,,1966,7.735
Europe,,1967,7.606
Europe,,1968,7.452
Europe,,1969,6.993
Europe,,1970,6.918
Europe,,1971,6.904
Europe,,1972,7.087
Europe,,1973,6.898
Europe,,1974,7.667
Europe,,1975,8.34
Europe,,1976,7.723
Europe,,1977,9.129
Europe,,1978,9.071
Europe,,1979,9.352
Europe,,1980,9.878
Europe,,1981,11.407
Europe,,1982,12.027
Europe,,1983,13.032
Europe,,1984,14.36
Europe,,1985,14.181
Europe,,1986,14.275
Europe,,1987,14.822
Europe,,1988,15.967
Europe,,1989,15.656
Europe,,1990,15.752
Europe,,1991,16.377
Europe,,1992,17.162
Europe,,1993,18.225
Europe,,1994,18.626
Europe,,1995,18.7
Europe,,1996,18.662
Europe,,1997,19.196
Europe,,1998,19.307
Europe,,1999,19.58
Europe,,2000,19.826
Europe,,2001,19.865
Europe,,2002,19.618
Europe,,2003,19.058
Europe,,2004,19.589
Europe,,2005,19.556
Europe,,2006,19.469
Europe,,2007,19.448
Europe,,2008,20.15
Europe,,2009,21.122
Europe,,2010,21.733
Europe,,2011,21.91
Europe,,2012,22.991
Europe,,2013,23.916
Europe,,2014,25.109
Europe,,2015,25.266
Europe,,2016,24.821
Europe,,2017,24.549
Europe,,2018,25.536
Europe,,2019,26.366
Finland,FIN,1965,22.846
Finland,FIN,1966,22.266
Finland,FIN,1967,23.723
Finland,FIN,1968,19.666
Finland,FIN,1969,14.871
Finland,FIN,1970,14.698
Finland,FIN,1971,16.066
Finland,FIN,1972,14.797
Finland,FIN,1973,13.676
Finland,FIN,1974,17.157
Finland,FIN,1975,16.222
Finland,FIN,1976,11.846
Finland,FIN,1977,17.552
Finland,FIN,1978,14.847
Finland,FIN,1979,18.517
Finland,FIN,1980,18.197
Finland,FIN,1981,29.7
Finland,FIN,1982,31.714
Finland,FIN,1983,33.583
Finland,FIN,1984,33.046
Finland,FIN,1985,30.749
Finland,FIN,1986,30.469
Finland,FIN,1987,30.77
Finland,FIN,1988,30.479
Finland,FIN,1989,29.604
Finland,FIN,1990,30.491
Finland,FIN,1991,31.99
Finland,FIN,1992,33.558
Finland,FIN,1993,33.196
Finland,FIN,1994,30.199
Finland,FIN,1995,32.615
Finland,FIN,1996,30.124
Finland,FIN,1997,32.655
Finland,FIN,1998,35.746
Finland,FIN,1999,34.795
Finland,FIN,2000,35.855
Finland,FIN,2001,33.677
Finland,FIN,2002,31.499
Finland,FIN,2003,28.96
Finland,FIN,2004,33.587
Finland,FIN,2005,35.399
Finland,FIN,2006,31.979
Finland,FIN,2007,33.569
Finland,FIN,2008,36.994
Finland,FIN,2009,35.6
Finland,FIN,2010,33.719
Finland,FIN,2011,36.452
Finland,FIN,2012,40.639
Finland,FIN,2013,38.471
Finland,FIN,2014,41.043
Finland,FIN,2015,44.214
Finland,FIN,2016,41.798
Finland,FIN,2017,43.495
Finland,FIN,2018,42.665
Finland,FIN,2019,44.766
France,FRA,1965,10.2
France,FRA,1966,11.262
France,FRA,1967,9.41
France,FRA,1968,10.101
France,FRA,1969,9.698
France,FRA,1970,9.883
France,FRA,1971,8.874
France,FRA,1972,9.047
France,FRA,1973,8.208
France,FRA,1974,9.478
France,FRA,1975,11.075
France,FRA,1976,8.554
France,FRA,1977,12.321
France,FRA,1978,12.352
France,FRA,1979,12.911
France,FRA,1980,16.039
France,FRA,1981,21.954
France,FRA,1982,23.058
France,FRA,1983,26.771
France,FRA,1984,31.126
France,FRA,1985,33.597
France,FRA,1986,36.285
France,FRA,1987,37.832
France,FRA,1988,39.124
France,FRA,1989,38.393
France,FRA,1990,39.084
France,FRA,1991,38.875
France,FRA,1992,40.409
France,FRA,1993,42.945
France,FRA,1994,44.136
France,FRA,1995,44.27
France,FRA,1996,43.93
France,FRA,1997,44.194
France,FRA,1998,42.309
France,FRA,1999,43.151
France,FRA,2000,43.973
France,FRA,2001,44.444
France,FRA,2002,44.797
France,FRA,2003,44.317
France,FRA,2004,44.385
France,FRA,2005,44.064
France,FRA,2006,44.607
France,FRA,2007,44.795
France,FRA,2008,45.392
France,FRA,2009,44.748
France,FRA,2010,45.586
France,FRA,2011,47.134
France,FRA,2012,47.155
France,FRA,2013,47.584
France,FRA,2014,50.226
France,FRA,2015,49.548
France,FRA,2016,47.637
France,FRA,2017,46.618
France,FRA,2018,48.767
France,FRA,2019,48.521
Germany,DEU,1965,1.529
Germany,DEU,1966,1.663
Germany,DEU,1967,1.674
Germany,DEU,1968,1.637
Germany,DEU,1969,1.516
Germany,DEU,1970,1.921
Germany,DEU,1971,1.577
Germany,DEU,1972,1.751
Germany,DEU,1973,1.98
Germany,DEU,1974,2.355
Germany,DEU,1975,3.127
Germany,DEU,1976,3.092
Germany,DEU,1977,4.171
Germany,DEU,1978,4.258
Germany,DEU,1979,4.564
Germany,DEU,1980,5.03
Germany,DEU,1981,5.913
Germany,DEU,1982,6.742
Germany,DEU,1983,6.811
Germany,DEU,1984,8.316
Germany,DEU,1985,10.238
Germany,DEU,1986,9.863
Germany,DEU,1987,10.616
Germany,DEU,1988,11.555
Germany,DEU,1989,11.885
Germany,DEU,1990,11.387
Germany,DEU,1991,11.226
Germany,DEU,1992,12.464
Germany,DEU,1993,12.2
Germany,DEU,1994,12.286
Germany,DEU,1995,12.576
Germany,DEU,1996,12.545
Germany,DEU,1997,13.405
Germany,DEU,1998,13.087
Germany,DEU,1999,14.089
Germany,DEU,2000,14.657
Germany,DEU,2001,14.442
Germany,DEU,2002,14.604
Germany,DEU,2003,14.597
Germany,DEU,2004,15.474
Germany,DEU,2005,15.927
Germany,DEU,2006,16.64
Germany,DEU,2007,16.697
Germany,DEU,2008,17.216
Germany,DEU,2009,17.393
Germany,DEU,2010,17.67
Germany,DEU,2011,17.304
Germany,DEU,2012,17.8
Germany,DEU,2013,17.571
Germany,DEU,2014,18.979
Germany,DEU,2015,19.909
Germany,DEU,2016,19.062
Germany,DEU,2017,19.941
Germany,DEU,2018,20.913
Germany,DEU,2019,22.578
Greece,GRC,1965,2.816
Greece,GRC,1966,5.566
Greece,GRC,1967,4.849
Greece,GRC,1968,3.843
Greece,GRC,1969,5.47
Greece,GRC,1970,6.318
Greece,GRC,1971,5.332
Greece,GRC,1972,4.796
Greece,GRC,1973,3.459
Greece,GRC,1974,3.736
Greece,GRC,1975,2.828
Greece,GRC,1976,2.386
Greece,GRC,1977,2.354
Greece,GRC,1978,3.599
Greece,GRC,1979,4.894
Greece,GRC,1980,4.717
Greece,GRC,1981,4.831
Greece,GRC,1982,4.982
Greece,GRC,1983,3.252
Greece,GRC,1984,3.811
Greece,GRC,1985,3.535
Greece,GRC,1986,4.07
Greece,GRC,1987,3.198
Greece,GRC,1988,2.577
Greece,GRC,1989,1.908
Greece,GRC,1990,1.688
Greece,GRC,1991,2.933
Greece,GRC,1992,2.061
Greece,GRC,1993,2.138
Greece,GRC,1994,2.378
Greece,GRC,1995,3.102
Greece,GRC,1996,3.715
Greece,GRC,1997,3.232
Greece,GRC,1998,2.942
Greece,GRC,1999,3.698
Greece,GRC,2000,3.056
Greece,GRC,2001,2.127
Greece,GRC,2002,2.568
Greece,GRC,2003,3.998
Greece,GRC,2004,3.983
Greece,GRC,2005,4.261
Greece,GRC,2006,4.911
Greece,GRC,2007,2.864
Greece,GRC,2008,3.694
Greece,GRC,2009,5.402
Greece,GRC,2010,7.252
Greece,GRC,2011,5.725
Greece,GRC,2012,7.498
Greece,GRC,2013,11.128
Greece,GRC,2014,9.972
Greece,GRC,2015,12.008
Greece,GRC,2016,12.17
Greece,GRC,2017,10.642
Greece,GRC,2018,12.443
Greece,GRC,2019,12.112
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.001
Hong Kong,HKG,2007,0.001
Hong Kong,HKG,2008,0.001
Hong Kong,HKG,2009,0.001
Hong Kong,HKG,2010,0.076
Hong Kong,HKG,2011,0.063
Hong Kong,HKG,2012,0.074
Hong Kong,HKG,2013,0.074
Hong Kong,HKG,2014,0.084
Hong Kong,HKG,2015,0.08
Hong Kong,HKG,2016,0.077
Hong Kong,HKG,2017,0.076
Hong Kong,HKG,2018,0.069
Hong Kong,HKG,2019,0.08
Hungary,HUN,1965,0.113
Hungary,HUN,1966,0.148
Hungary,HUN,1967,0.127
Hungary,HUN,1968,0.133
Hungary,HUN,1969,0.133
Hungary,HUN,1970,0.114
Hungary,HUN,1971,0.121
Hungary,HUN,1972,0.134
Hungary,HUN,1973,0.114
Hungary,HUN,1974,0.088
Hungary,HUN,1975,0.168
Hungary,HUN,1976,0.159
Hungary,HUN,1977,0.137
Hungary,HUN,1978,0.118
Hungary,HUN,1979,0.126
Hungary,HUN,1980,0.097
Hungary,HUN,1981,0.146
Hungary,HUN,1982,0.138
Hungary,HUN,1983,2.323
Hungary,HUN,1984,3.397
Hungary,HUN,1985,5.535
Hungary,HUN,1986,6.353
Hungary,HUN,1987,8.956
Hungary,HUN,1988,11.194
Hungary,HUN,1989,11.86
Hungary,HUN,1990,11.891
Hungary,HUN,1991,12.733
Hungary,HUN,1992,13.721
Hungary,HUN,1993,13.755
Hungary,HUN,1994,13.822
Hungary,HUN,1995,13.724
Hungary,HUN,1996,13.663
Hungary,HUN,1997,13.858
Hungary,HUN,1998,13.637
Hungary,HUN,1999,13.782
Hungary,HUN,2000,14.32
Hungary,HUN,2001,13.792
Hungary,HUN,2002,13.716
Hungary,HUN,2003,10.827
Hungary,HUN,2004,12.095
Hungary,HUN,2005,13.748
Hungary,HUN,2006,13.205
Hungary,HUN,2007,14.739
Hungary,HUN,2008,15.421
Hungary,HUN,2009,17.826
Hungary,HUN,2010,17.787
Hungary,HUN,2011,17.408
Hungary,HUN,2012,18.689
Hungary,HUN,2013,19.247
Hungary,HUN,2014,19.756
Hungary,HUN,2015,18.962
Hungary,HUN,2016,18.782
Hungary,HUN,2017,18.042
Hungary,HUN,2018,17.719
Hungary,HUN,2019,18.636
Iceland,ISL,1965,23.831
Iceland,ISL,1966,22.105
Iceland,ISL,1967,23.785
Iceland,ISL,1968,23.237
Iceland,ISL,1969,29.315
Iceland,ISL,1970,40.186
Iceland,ISL,1971,40.203
Iceland,ISL,1972,41.097
Iceland,ISL,1973,43.535
Iceland,ISL,1974,45.894
Iceland,ISL,1975,47.011
Iceland,ISL,1976,48.465
Iceland,ISL,1977,49.052
Iceland,ISL,1978,48.594
Iceland,ISL,1979,50.933
Iceland,ISL,1980,54.423
Iceland,ISL,1981,55.27
Iceland,ISL,1982,60.023
Iceland,ISL,1983,61.32
Iceland,ISL,1984,60.607
Iceland,ISL,1985,60.024
Iceland,ISL,1986,60.715
Iceland,ISL,1987,60.199
Iceland,ISL,1988,60.681
Iceland,ISL,1989,59.397
Iceland,ISL,1990,58.891
Iceland,ISL,1991,60.115
Iceland,ISL,1992,59.552
Iceland,ISL,1993,59.615
Iceland,ISL,1994,59.611
Iceland,ISL,1995,60.16
Iceland,ISL,1996,58.376
Iceland,ISL,1997,60.845
Iceland,ISL,1998,63.259
Iceland,ISL,1999,66.128
Iceland,ISL,2000,66.581
Iceland,ISL,2001,68.461
Iceland,ISL,2002,68.57
Iceland,ISL,2003,68.49
Iceland,ISL,2004,67.693
Iceland,ISL,2005,67.457
Iceland,ISL,2006,69.839
Iceland,ISL,2007,73.328
Iceland,ISL,2008,80.334
Iceland,ISL,2009,81.746
Iceland,ISL,2010,82.334
Iceland,ISL,2011,82.545
Iceland,ISL,2012,82.835
Iceland,ISL,2013,82.367
Iceland,ISL,2014,82.011
Iceland,ISL,2015,81.019
Iceland,ISL,2016,79.078
Iceland,ISL,2017,77.943
Iceland,ISL,2018,77.4
Iceland,ISL,2019,79.08
India,IND,1965,8.643
India,IND,1966,8.758
India,IND,1967,9.507
India,IND,1968,10.267
India,IND,1969,10.543
India,IND,1970,11.63
India,IND,1971,12.106
India,IND,1972,11.154
India,IND,1973,11.957
India,IND,1974,10.828
India,IND,1975,12.038
India,IND,1976,12.121
India,IND,1977,12.234
India,IND,1978,14.614
India,IND,1979,13.382
India,IND,1980,13.306
India,IND,1981,12.773
India,IND,1982,10.889
India,IND,1983,10.17
India,IND,1984,10.753
India,IND,1985,9.935
India,IND,1986,9.489
India,IND,1987,8.406
India,IND,1988,8.636
India,IND,1989,8.781
India,IND,1990,8.846
India,IND,1991,9.158
India,IND,1992,8.394
India,IND,1993,8.257
India,IND,1994,8.694
India,IND,1995,7.979
India,IND,1996,7.169
India,IND,1997,7.063
India,IND,1998,7.886
India,IND,1999,7.737
India,IND,2000,7.206
India,IND,2001,7.052
India,IND,2002,6.491
India,IND,2003,6.254
India,IND,2004,8.143
India,IND,2005,7.329
India,IND,2006,8.035
India,IND,2007,8.072
India,IND,2008,7.335
India,IND,2009,6.635
India,IND,2010,6.897
India,IND,2011,8.054
India,IND,2012,7.334
India,IND,2013,7.829
India,IND,2014,7.792
India,IND,2015,7.508
India,IND,2016,7.433
India,IND,2017,7.839
India,IND,2018,8.115
India,IND,2019,8.963
Indonesia,IDN,1965,6.022
Indonesia,IDN,1966,7.898
Indonesia,IDN,1967,8.981
Indonesia,IDN,1968,10.412
Indonesia,IDN,1969,9.643
Indonesia,IDN,1970,10.946
Indonesia,IDN,1971,3.768
Indonesia,IDN,1972,3.176
Indonesia,IDN,1973,3.554
Indonesia,IDN,1974,3.674
Indonesia,IDN,1975,3.146
Indonesia,IDN,1976,1.756
Indonesia,IDN,1977,2.209
Indonesia,IDN,1978,1.424
Indonesia,IDN,1979,1.387
Indonesia,IDN,1980,1.174
Indonesia,IDN,1981,1.077
Indonesia,IDN,1982,1.153
Indonesia,IDN,1983,1.634
Indonesia,IDN,1984,1.647
Indonesia,IDN,1985,1.894
Indonesia,IDN,1986,2.751
Indonesia,IDN,1987,2.677
Indonesia,IDN,1988,2.786
Indonesia,IDN,1989,3.141
Indonesia,IDN,1990,3.46
Indonesia,IDN,1991,3.542
Indonesia,IDN,1992,4.093
Indonesia,IDN,1993,3.604
Indonesia,IDN,1994,3.237
Indonesia,IDN,1995,3.33
Indonesia,IDN,1996,3.318
Indonesia,IDN,1997,2.352
Indonesia,IDN,1998,3.802
Indonesia,IDN,1999,3.655
Indonesia,IDN,2000,3.494
Indonesia,IDN,2001,3.897
Indonesia,IDN,2002,3.39
Indonesia,IDN,2003,2.978
Indonesia,IDN,2004,3.155
Indonesia,IDN,2005,3.247
Indonesia,IDN,2006,2.99
Indonesia,IDN,2007,3.139
Indonesia,IDN,2008,3.421
Indonesia,IDN,2009,3.515
Indonesia,IDN,2010,4.105
Indonesia,IDN,2011,3.133
Indonesia,IDN,2012,3.155
Indonesia,IDN,2013,3.674
Indonesia,IDN,2014,4.128
Indonesia,IDN,2015,3.506
Indonesia,IDN,2016,5.034
Indonesia,IDN,2017,4.888
Indonesia,IDN,2018,4.915
Indonesia,IDN,2019,6.09
Iran,IRN,1965,4.814
Iran,IRN,1966,4.753
Iran,IRN,1967,4.657
Iran,IRN,1968,4.561
Iran,IRN,1969,4.479
Iran,IRN,1970,4.096
Iran,IRN,1971,4.023
Iran,IRN,1972,4.668
Iran,IRN,1973,3.307
Iran,IRN,1974,3.218
Iran,IRN,1975,2.903
Iran,IRN,1976,2.889
Iran,IRN,1977,2.634
Iran,IRN,1978,4.222
Iran,IRN,1979,3.392
Iran,IRN,1980,3.803
Iran,IRN,1981,4.144
Iran,IRN,1982,3.853
Iran,IRN,1983,3.176
Iran,IRN,1984,2.748
Iran,IRN,1985,2.538
Iran,IRN,1986,3.24
Iran,IRN,1987,3.35
Iran,IRN,1988,3.345
Iran,IRN,1989,2.496
Iran,IRN,1990,2.432
Iran,IRN,1991,1.702
Iran,IRN,1992,2.545
Iran,IRN,1993,3.156
Iran,IRN,1994,1.84
Iran,IRN,1995,2.096
Iran,IRN,1996,2.053
Iran,IRN,1997,1.338
Iran,IRN,1998,1.631
Iran,IRN,1999,1.057
Iran,IRN,2000,0.742
Iran,IRN,2001,0.76
Iran,IRN,2002,1.344
Iran,IRN,2003,1.563
Iran,IRN,2004,1.764
Iran,IRN,2005,1.981
Iran,IRN,2006,2.313
Iran,IRN,2007,2.086
Iran,IRN,2008,0.842
Iran,IRN,2009,0.737
Iran,IRN,2010,1.1
Iran,IRN,2011,1.102
Iran,IRN,2012,1.4
Iran,IRN,2013,1.794
Iran,IRN,2014,1.683
Iran,IRN,2015,1.52
Iran,IRN,2016,1.861
Iran,IRN,2017,1.959
Iran,IRN,2018,1.419
Iran,IRN,2019,2.594
Iraq,IRQ,1965,0.965
Iraq,IRQ,1966,1.135
Iraq,IRQ,1967,1.283
Iraq,IRQ,1968,1.45
Iraq,IRQ,1969,1.364
Iraq,IRQ,1970,1.311
Iraq,IRQ,1971,1.388
Iraq,IRQ,1972,1.171
Iraq,IRQ,1973,1.739
Iraq,IRQ,1974,2.434
Iraq,IRQ,1975,2.551
Iraq,IRQ,1976,1.988
Iraq,IRQ,1977,2.378
Iraq,IRQ,1978,3.091
Iraq,IRQ,1979,3.591
Iraq,IRQ,1980,2.017
Iraq,IRQ,1981,1.794
Iraq,IRQ,1982,1.69
Iraq,IRQ,1983,1.527
Iraq,IRQ,1984,1.415
Iraq,IRQ,1985,1.197
Iraq,IRQ,1986,1.061
Iraq,IRQ,1987,3.83
Iraq,IRQ,1988,3.285
Iraq,IRQ,1989,2.932
Iraq,IRQ,1990,5.661
Iraq,IRQ,1991,3.885
Iraq,IRQ,1992,6.005
Iraq,IRQ,1993,5.225
Iraq,IRQ,1994,4.628
Iraq,IRQ,1995,5.37
Iraq,IRQ,1996,4.718
Iraq,IRQ,1997,4.101
Iraq,IRQ,1998,5.481
Iraq,IRQ,1999,4.194
Iraq,IRQ,2000,2.958
Iraq,IRQ,2001,3.025
Iraq,IRQ,2002,3.918
Iraq,IRQ,2003,4.387
Iraq,IRQ,2004,4.938
Iraq,IRQ,2005,4.356
Iraq,IRQ,2006,4.322
Iraq,IRQ,2007,3.705
Iraq,IRQ,2008,2.28
Iraq,IRQ,2009,1.959
Iraq,IRQ,2010,2.335
Iraq,IRQ,2011,2.065
Iraq,IRQ,2012,2.496
Iraq,IRQ,2013,2.439
Iraq,IRQ,2014,1.574
Iraq,IRQ,2015,1.412
Iraq,IRQ,2016,1.6
Iraq,IRQ,2017,1.051
Iraq,IRQ,2018,0.837
Iraq,IRQ,2019,1.015
Ireland,IRL,1965,3.877
Ireland,IRL,1966,3.117
Ireland,IRL,1967,2.718
Ireland,IRL,1968,2.228
Ireland,IRL,1969,1.682
Ireland,IRL,1970,2.946
Ireland,IRL,1971,1.643
Ireland,IRL,1972,2.296
Ireland,IRL,1973,2.036
Ireland,IRL,1974,2.475
Ireland,IRL,1975,1.75
Ireland,IRL,1976,1.944
Ireland,IRL,1977,2.289
Ireland,IRL,1978,2.062
Ireland,IRL,1979,2.213
Ireland,IRL,1980,2.32
Ireland,IRL,1981,2.443
Ireland,IRL,1982,2.295
Ireland,IRL,1983,2.261
Ireland,IRL,1984,2.012
Ireland,IRL,1985,2.34
Ireland,IRL,1986,2.378
Ireland,IRL,1987,1.755
Ireland,IRL,1988,2.243
Ireland,IRL,1989,1.741
Ireland,IRL,1990,1.656
Ireland,IRL,1991,1.711
Ireland,IRL,1992,1.873
Ireland,IRL,1993,1.739
Ireland,IRL,1994,2.014
Ireland,IRL,1995,1.533
