Entity,Code,Year,(Percentage)
Czechia,CZE,1999,20.075
Czechia,CZE,2000,18.436
Czechia,CZE,2001,19.309
Czechia,CZE,2002,18.615
Czechia,CZE,2003,17.794
Czechia,CZE,2004,17.244
Czechia,CZE,2005,17.323
Czechia,CZE,2006,16.757
Czechia,CZE,2007,16.154
Czechia,CZE,2008,16.328
Czechia,CZE,2009,16.156
Czechia,CZE,2010,18.395
Czechia,CZE,2011,15.87
Czechia,CZE,2012,16.082
Czechia,CZE,2013,16.618
Czechia,CZE,2014,15.127
Czechia,CZE,2015,16.14
Czechia,CZE,2016,17.74
Czechia,CZE,2017,17.427
Czechia,CZE,2018,16.641
Czechia,CZE,2019,17.576
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0.077
Denmark,DNK,1984,0.61
Denmark,DNK,1985,3.083
Denmark,DNK,1986,5.377
Denmark,DNK,1987,7.079
Denmark,DNK,1988,8.729
Denmark,DNK,1989,10.09
Denmark,DNK,1990,10.432
Denmark,DNK,1991,10.447
Denmark,DNK,1992,11.732
Denmark,DNK,1993,12.438
Denmark,DNK,1994,12.955
Denmark,DNK,1995,15.277
Denmark,DNK,1996,15.123
Denmark,DNK,1997,17.434
Denmark,DNK,1998,19.506
Denmark,DNK,1999,21.103
Denmark,DNK,2000,21.691
Denmark,DNK,2001,22.611
Denmark,DNK,2002,22.897
Denmark,DNK,2003,21.498
Denmark,DNK,2004,22.649
Denmark,DNK,2005,22.552
Denmark,DNK,2006,20.844
Denmark,DNK,2007,19.72
Denmark,DNK,2008,20.596
Denmark,DNK,2009,21.043
Denmark,DNK,2010,22.669
Denmark,DNK,2011,20.151
Denmark,DNK,2012,20.356
Denmark,DNK,2013,18.381
Denmark,DNK,2014,16.342
Denmark,DNK,2015,17.042
Denmark,DNK,2016,17.178
Denmark,DNK,2017,16.415
Denmark,DNK,2018,16.141
Denmark,DNK,2019,15.083
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,4.747
Ecuador,ECU,1971,4.32
Ecuador,ECU,1972,5.994
Ecuador,ECU,1973,3.217
Ecuador,ECU,1974,5.512
Ecuador,ECU,1975,6.81
Ecuador,ECU,1976,5.638
Ecuador,ECU,1977,3.033
Ecuador,ECU,1978,2.983
Ecuador,ECU,1979,2.061
Ecuador,ECU,1980,1.263
Ecuador,ECU,1981,1.843
Ecuador,ECU,1982,2.171
Ecuador,ECU,1983,2.754
Ecuador,ECU,1984,3.581
Ecuador,ECU,1985,3.082
Ecuador,ECU,1986,2.927
Ecuador,ECU,1987,2.646
Ecuador,ECU,1988,2.675
Ecuador,ECU,1989,2.054
Ecuador,ECU,1990,3.267
Ecuador,ECU,1991,3.626
Ecuador,ECU,1992,3.657
Ecuador,ECU,1993,4.068
Ecuador,ECU,1994,3.378
Ecuador,ECU,1995,3.444
Ecuador,ECU,1996,3.213
Ecuador,ECU,1997,2.628
Ecuador,ECU,1998,2.663
Ecuador,ECU,1999,2.754
Ecuador,ECU,2000,3.181
Ecuador,ECU,2001,3.192
Ecuador,ECU,2002,1.289
Ecuador,ECU,2003,2.212
Ecuador,ECU,2004,4.771
Ecuador,ECU,2005,4.623
Ecuador,ECU,2006,4.777
Ecuador,ECU,2007,4.125
Ecuador,ECU,2008,3.539
Ecuador,ECU,2009,4.258
Ecuador,ECU,2010,4.032
Ecuador,ECU,2011,3.451
Ecuador,ECU,2012,4.365
Ecuador,ECU,2013,4.8
Ecuador,ECU,2014,4.685
Ecuador,ECU,2015,4.428
Ecuador,ECU,2016,4.808
Ecuador,ECU,2017,4.311
Ecuador,ECU,2018,3.506
Ecuador,ECU,2019,3.057
Egypt,EGY,1965,0.516
Egypt,EGY,1966,0.561
Egypt,EGY,1967,0.655
Egypt,EGY,1968,0.608
Egypt,EGY,1969,0.941
Egypt,EGY,1970,0.903
Egypt,EGY,1971,0.879
Egypt,EGY,1972,0.661
Egypt,EGY,1973,0.562
Egypt,EGY,1974,0.52
Egypt,EGY,1975,0.391
Egypt,EGY,1976,2.488
Egypt,EGY,1977,2.778
Egypt,EGY,1978,4.225
Egypt,EGY,1979,5.847
Egypt,EGY,1980,9.979
Egypt,EGY,1981,9.815
Egypt,EGY,1982,9.621
Egypt,EGY,1983,10.393
Egypt,EGY,1984,12.268
Egypt,EGY,1985,14.502
Egypt,EGY,1986,16.315
Egypt,EGY,1987,17.221
Egypt,EGY,1988,18.419
Egypt,EGY,1989,19.502
Egypt,EGY,1990,19.68
Egypt,EGY,1991,21.86
Egypt,EGY,1992,23.673
Egypt,EGY,1993,26.931
Egypt,EGY,1994,28.082
Egypt,EGY,1995,27.828
Egypt,EGY,1996,27.248
Egypt,EGY,1997,26.96
Egypt,EGY,1998,26.471
Egypt,EGY,1999,29.594
Egypt,EGY,2000,34.044
Egypt,EGY,2001,39.591
Egypt,EGY,2002,42.178
Egypt,EGY,2003,44.581
Egypt,EGY,2004,45.458
Egypt,EGY,2005,43.181
Egypt,EGY,2006,47.523
Egypt,EGY,2007,47.169
Egypt,EGY,2008,47.134
Egypt,EGY,2009,47.226
Egypt,EGY,2010,47.616
Egypt,EGY,2011,51.576
Egypt,EGY,2012,52.03
Egypt,EGY,2013,51.236
Egypt,EGY,2014,47.963
Egypt,EGY,2015,46.634
Egypt,EGY,2016,47.51
Egypt,EGY,2017,52.381
Egypt,EGY,2018,54.765
Egypt,EGY,2019,54.606
Estonia,EST,1985,8.853
Estonia,EST,1986,8.085
Estonia,EST,1987,8.628
Estonia,EST,1988,9.453
Estonia,EST,1989,9.173
Estonia,EST,1990,11.805
Estonia,EST,1991,13.137
Estonia,EST,1992,10.602
Estonia,EST,1993,6.625
Estonia,EST,1994,9.419
Estonia,EST,1995,11.507
Estonia,EST,1996,12.037
Estonia,EST,1997,11.825
Estonia,EST,1998,11.995
Estonia,EST,1999,12.735
Estonia,EST,2000,14.307
Estonia,EST,2001,14.776
Estonia,EST,2002,12.452
Estonia,EST,2003,12.627
Estonia,EST,2004,14.258
Estonia,EST,2005,14.935
Estonia,EST,2006,15.362
Estonia,EST,2007,13.48
Estonia,EST,2008,13.523
Estonia,EST,2009,10.338
Estonia,EST,2010,9.172
Estonia,EST,2011,8.025
Estonia,EST,2012,8.256
Estonia,EST,2013,8.225
Estonia,EST,2014,6.592
Estonia,EST,2015,6.275
Estonia,EST,2016,6.855
Estonia,EST,2017,5.898
Estonia,EST,2018,5.705
Estonia,EST,2019,6.49
Europe,,1965,3.068
Europe,,1966,3.372
Europe,,1967,3.925
Europe,,1968,4.767
Europe,,1969,5.732
Europe,,1970,6.796
Europe,,1971,8.148
Europe,,1972,9.467
Europe,,1973,10.174
Europe,,1974,11.685
Europe,,1975,12.673
Europe,,1976,13.036
Europe,,1977,13.429
Europe,,1978,13.454
Europe,,1979,13.693
Europe,,1980,14.029
Europe,,1981,14.26
Europe,,1982,14.257
Europe,,1983,14.691
Europe,,1984,15
Europe,,1985,16.995
Europe,,1986,17.14
Europe,,1987,17.542
Europe,,1988,17.51
Europe,,1989,18.063
Europe,,1990,19.322
Europe,,1991,19.85
Europe,,1992,19.332
Europe,,1993,19.821
Europe,,1994,19.67
Europe,,1995,20.383
Europe,,1996,21.979
Europe,,1997,21.581
Europe,,1998,21.68
Europe,,1999,22.646
Europe,,2000,22.985
Europe,,2001,23.165
Europe,,2002,23.339
Europe,,2003,23.963
Europe,,2004,24.193
Europe,,2005,24.708
Europe,,2006,24.313
Europe,,2007,24.325
Europe,,2008,24.784
Europe,,2009,24.3
Europe,,2010,25.286
Europe,,2011,24.112
Europe,,2012,23.593
Europe,,2013,23.362
Europe,,2014,21.925
Europe,,2015,22.145
Europe,,2016,23.06
Europe,,2017,23.739
Europe,,2018,23.276
Europe,,2019,23.801
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,2.161
Finland,FIN,1975,3.518
Finland,FIN,1976,3.876
Finland,FIN,1977,3.736
Finland,FIN,1978,3.912
Finland,FIN,1979,3.609
Finland,FIN,1980,3.409
Finland,FIN,1981,2.697
Finland,FIN,1982,2.58
Finland,FIN,1983,2.528
Finland,FIN,1984,2.778
Finland,FIN,1985,3.355
Finland,FIN,1986,4.016
Finland,FIN,1987,5.046
Finland,FIN,1988,5.463
Finland,FIN,1989,7.13
Finland,FIN,1990,7.884
Finland,FIN,1991,8.144
Finland,FIN,1992,8.506
Finland,FIN,1993,8.686
Finland,FIN,1994,9.113
Finland,FIN,1995,9.936
Finland,FIN,1996,9.918
Finland,FIN,1997,9.662
Finland,FIN,1998,10.696
Finland,FIN,1999,10.907
Finland,FIN,2000,11.064
Finland,FIN,2001,11.742
Finland,FIN,2002,11.545
Finland,FIN,2003,11.915
Finland,FIN,2004,11.586
Finland,FIN,2005,11.663
Finland,FIN,2006,11.642
Finland,FIN,2007,10.797
Finland,FIN,2008,11.444
Finland,FIN,2009,11.007
Finland,FIN,2010,11.182
Finland,FIN,2011,10.506
Finland,FIN,2012,9.598
Finland,FIN,2013,8.869
Finland,FIN,2014,8.231
Finland,FIN,2015,7.151
Finland,FIN,2016,6.115
Finland,FIN,2017,5.778
Finland,FIN,2018,6.592
Finland,FIN,2019,6.628
France,FRA,1965,3.846
France,FRA,1966,3.965
France,FRA,1967,4.253
France,FRA,1968,4.82
France,FRA,1969,5.081
France,FRA,1970,5.33
France,FRA,1971,6.071
France,FRA,1972,6.715
France,FRA,1973,7.25
France,FRA,1974,7.714
France,FRA,1975,9.14
France,FRA,1976,9.211
France,FRA,1977,9.511
France,FRA,1978,9.706
France,FRA,1979,10.444
France,FRA,1980,10.99
France,FRA,1981,11.29
France,FRA,1982,11.27
France,FRA,1983,11.721
France,FRA,1984,11.571
France,FRA,1985,11.994
France,FRA,1986,11.776
France,FRA,1987,11.706
France,FRA,1988,11.5
France,FRA,1989,11.099
France,FRA,1990,11.517
France,FRA,1991,11.87
France,FRA,1992,11.756
France,FRA,1993,12.026
France,FRA,1994,11.634
France,FRA,1995,12.093
France,FRA,1996,12.88
France,FRA,1997,12.519
France,FRA,1998,13.042
France,FRA,1999,13.074
France,FRA,2000,13.552
France,FRA,2001,14.06
France,FRA,2002,14.177
France,FRA,2003,14.716
France,FRA,2004,14.906
France,FRA,2005,15.316
France,FRA,2006,14.916
France,FRA,2007,14.75
France,FRA,2008,15.244
France,FRA,2009,15.567
France,FRA,2010,16.752
France,FRA,2011,15.125
France,FRA,2012,15.648
France,FRA,2013,15.759
France,FRA,2014,13.825
France,FRA,2015,14.784
France,FRA,2016,16.422
France,FRA,2017,16.614
France,FRA,2018,15.577
France,FRA,2019,16.155
Germany,DEU,1965,1.044
Germany,DEU,1966,1.252
Germany,DEU,1967,1.618
Germany,DEU,1968,2.49
Germany,DEU,1969,3.287
Germany,DEU,1970,4.428
Germany,DEU,1971,5.797
Germany,DEU,1972,7.253
Germany,DEU,1973,8.845
Germany,DEU,1974,11.263
Germany,DEU,1975,12.372
Germany,DEU,1976,12.27
Germany,DEU,1977,13.066
Germany,DEU,1978,13.518
Germany,DEU,1979,14.157
Germany,DEU,1980,14.432
Germany,DEU,1981,14.246
Germany,DEU,1982,13.705
Germany,DEU,1983,14.049
Germany,DEU,1984,14.153
Germany,DEU,1985,13.592
Germany,DEU,1986,13.665
Germany,DEU,1987,14.693
Germany,DEU,1988,14.418
Germany,DEU,1989,14.915
Germany,DEU,1990,15.237
Germany,DEU,1991,16.409
Germany,DEU,1992,16.558
Germany,DEU,1993,17.599
Germany,DEU,1994,18.092
Germany,DEU,1995,19.628
Germany,DEU,1996,21.262
Germany,DEU,1997,20.58
Germany,DEU,1998,20.934
Germany,DEU,1999,21.173
Germany,DEU,2000,20.865
Germany,DEU,2001,21.622
Germany,DEU,2002,21.878
Germany,DEU,2003,22.165
Germany,DEU,2004,22.299
Germany,DEU,2005,22.943
Germany,DEU,2006,22.822
Germany,DEU,2007,22.973
Germany,DEU,2008,22.968
Germany,DEU,2009,23.106
Germany,DEU,2010,23.132
Germany,DEU,2011,22.049
Germany,DEU,2012,21.842
Germany,DEU,2013,22.254
Germany,DEU,2014,20.205
Germany,DEU,2015,20.674
Germany,DEU,2016,22.437
Germany,DEU,2017,22.915
Germany,DEU,2018,22.997
Germany,DEU,2019,24.29
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0.425
Greece,GRC,1983,0.402
Greece,GRC,1984,0.424
Greece,GRC,1985,0.377
Greece,GRC,1986,0.516
Greece,GRC,1987,0.538
Greece,GRC,1988,0.611
Greece,GRC,1989,0.568
Greece,GRC,1990,0.551
Greece,GRC,1991,0.54
Greece,GRC,1992,0.492
Greece,GRC,1993,0.357
Greece,GRC,1994,0.18
Greece,GRC,1995,0.16
Greece,GRC,1996,0.175
Greece,GRC,1997,0.59
Greece,GRC,1998,2.276
Greece,GRC,1999,4.088
Greece,GRC,2000,5.203
Greece,GRC,2001,5.086
Greece,GRC,2002,5.447
Greece,GRC,2003,5.859
Greece,GRC,2004,6.43
Greece,GRC,2005,6.438
Greece,GRC,2006,7.344
Greece,GRC,2007,9.123
Greece,GRC,2008,9.863
Greece,GRC,2009,8.562
Greece,GRC,2010,9.859
Greece,GRC,2011,12.476
Greece,GRC,2012,12.122
Greece,GRC,2013,11.3
Greece,GRC,2014,9.152
Greece,GRC,2015,9.817
Greece,GRC,2016,12.99
Greece,GRC,2017,14.87
Greece,GRC,2018,14.635
Greece,GRC,2019,16.175
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0.168
Hong Kong,HKG,1996,10.67
Hong Kong,HKG,1997,16.468
Hong Kong,HKG,1998,15.156
Hong Kong,HKG,1999,16.501
Hong Kong,HKG,2000,14.248
Hong Kong,HKG,2001,11.385
Hong Kong,HKG,2002,11.082
Hong Kong,HKG,2003,6.9
Hong Kong,HKG,2004,8.902
Hong Kong,HKG,2005,9.3
Hong Kong,HKG,2006,9.644
Hong Kong,HKG,2007,8.468
Hong Kong,HKG,2008,10.529
Hong Kong,HKG,2009,9.364
Hong Kong,HKG,2010,11.187
Hong Kong,HKG,2011,8.69
Hong Kong,HKG,2012,8.326
Hong Kong,HKG,2013,7.637
Hong Kong,HKG,2014,7.514
Hong Kong,HKG,2015,9.326
Hong Kong,HKG,2016,9.329
Hong Kong,HKG,2017,8.669
Hong Kong,HKG,2018,8.342
Hong Kong,HKG,2019,9.037
Hungary,HUN,1965,7.351
Hungary,HUN,1966,8.993
Hungary,HUN,1967,12.095
Hungary,HUN,1968,14.672
Hungary,HUN,1969,16.31
Hungary,HUN,1970,16.978
Hungary,HUN,1971,17.123
Hungary,HUN,1972,17.901
Hungary,HUN,1973,19.63
Hungary,HUN,1974,20.285
Hungary,HUN,1975,21.285
Hungary,HUN,1976,23.923
Hungary,HUN,1977,24.519
Hungary,HUN,1978,25.104
Hungary,HUN,1979,26.78
Hungary,HUN,1980,28.811
Hungary,HUN,1981,29.773
Hungary,HUN,1982,30.956
Hungary,HUN,1983,31.417
Hungary,HUN,1984,31.158
Hungary,HUN,1985,30.834
Hungary,HUN,1986,32.866
Hungary,HUN,1987,31.25
Hungary,HUN,1988,31.655
Hungary,HUN,1989,33.11
Hungary,HUN,1990,31.865
Hungary,HUN,1991,33.79
Hungary,HUN,1992,31.504
Hungary,HUN,1993,34.391
Hungary,HUN,1994,34.278
Hungary,HUN,1995,37.008
Hungary,HUN,1996,40.566
Hungary,HUN,1997,39.567
Hungary,HUN,1998,39.409
Hungary,HUN,1999,39.852
Hungary,HUN,2000,40.143
Hungary,HUN,2001,43.282
Hungary,HUN,2002,44.322
Hungary,HUN,2003,48.406
Hungary,HUN,2004,47.36
Hungary,HUN,2005,45.778
Hungary,HUN,2006,44.018
Hungary,HUN,2007,41.715
Hungary,HUN,2008,41.776
Hungary,HUN,2009,39.475
Hungary,HUN,2010,41.479
Hungary,HUN,2011,39.859
Hungary,HUN,2012,38.324
Hungary,HUN,2013,37.594
Hungary,HUN,2014,33.53
Hungary,HUN,2015,34.25
Hungary,HUN,2016,36.106
Hungary,HUN,2017,36.617
Hungary,HUN,2018,35.227
Hungary,HUN,2019,35.558
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
Iceland,ISL,2017,0
Iceland,ISL,2018,0
Iceland,ISL,2019,0
India,IND,1965,0.385
India,IND,1966,0.42
India,IND,1967,0.544
India,IND,1968,0.565
India,IND,1969,0.612
India,IND,1970,0.835
India,IND,1971,0.851
India,IND,1972,0.886
India,IND,1973,0.866
India,IND,1974,0.925
India,IND,1975,1.102
India,IND,1976,1.276
India,IND,1977,1.289
India,IND,1978,1.387
India,IND,1979,1.633
India,IND,1980,0.938
India,IND,1981,1.478
India,IND,1982,1.954
India,IND,1983,2.21
India,IND,1984,2.37
India,IND,1985,2.745
India,IND,1986,3.583
India,IND,1987,3.879
India,IND,1988,4.175
India,IND,1989,4.546
India,IND,1990,5.067
India,IND,1991,5.351
India,IND,1992,5.689
India,IND,1993,5.64
India,IND,1994,5.789
India,IND,1995,6.138
India,IND,1996,6.438
India,IND,1997,6.631
India,IND,1998,6.863
India,IND,1999,6.848
India,IND,2000,6.844
India,IND,2001,6.826
India,IND,2002,6.814
India,IND,2003,7.025
India,IND,2004,7.064
India,IND,2005,7.461
India,IND,2006,7.419
India,IND,2007,7.381
India,IND,2008,7.196
India,IND,2009,8.213
India,IND,2010,9.411
India,IND,2011,9.088
India,IND,2012,7.984
India,IND,2013,6.767
India,IND,2014,6.267
India,IND,2015,5.982
India,IND,2016,6.081
India,IND,2017,6.174
India,IND,2018,6.28
India,IND,2019,6.308
Indonesia,IDN,1965,6.028
Indonesia,IDN,1966,6.202
Indonesia,IDN,1967,7.672
Indonesia,IDN,1968,7.315
Indonesia,IDN,1969,12.21
Indonesia,IDN,1970,11.841
Indonesia,IDN,1971,12.511
Indonesia,IDN,1972,11.567
Indonesia,IDN,1973,6.678
Indonesia,IDN,1974,8.779
Indonesia,IDN,1975,14.818
Indonesia,IDN,1976,14.217
Indonesia,IDN,1977,22.884
Indonesia,IDN,1978,23.871
Indonesia,IDN,1979,26.994
Indonesia,IDN,1980,23.784
Indonesia,IDN,1981,21.859
Indonesia,IDN,1982,20.373
Indonesia,IDN,1983,25.78
Indonesia,IDN,1984,27.79
Indonesia,IDN,1985,30.919
Indonesia,IDN,1986,30.076
Indonesia,IDN,1987,29.428
Indonesia,IDN,1988,29.603
Indonesia,IDN,1989,29.957
Indonesia,IDN,1990,28.073
Indonesia,IDN,1991,29.792
Indonesia,IDN,1992,29.602
Indonesia,IDN,1993,29.718
Indonesia,IDN,1994,32.921
Indonesia,IDN,1995,32.586
Indonesia,IDN,1996,31.805
Indonesia,IDN,1997,30.55
Indonesia,IDN,1998,29.982
Indonesia,IDN,1999,29.854
Indonesia,IDN,2000,27.883
Indonesia,IDN,2001,27.245
Indonesia,IDN,2002,28.355
Indonesia,IDN,2003,28.078
Indonesia,IDN,2004,25.825
Indonesia,IDN,2005,25.335
Indonesia,IDN,2006,25.465
Indonesia,IDN,2007,22.15
Indonesia,IDN,2008,25.713
Indonesia,IDN,2009,26.323
Indonesia,IDN,2010,25.085
Indonesia,IDN,2011,22.301
Indonesia,IDN,2012,21.283
Indonesia,IDN,2013,21.164
Indonesia,IDN,2014,22.358
Indonesia,IDN,2015,23.191
Indonesia,IDN,2016,22.011
Indonesia,IDN,2017,20.545
Indonesia,IDN,2018,19.489
Indonesia,IDN,2019,17.701
Iran,IRN,1965,7.877
Iran,IRN,1966,7.587
Iran,IRN,1967,7.24
Iran,IRN,1968,7.042
Iran,IRN,1969,7.538
Iran,IRN,1970,15.182
Iran,IRN,1971,16.057
Iran,IRN,1972,16.235
Iran,IRN,1973,16.491
Iran,IRN,1974,14.816
Iran,IRN,1975,12.984
Iran,IRN,1976,13.011
Iran,IRN,1977,11.74
Iran,IRN,1978,9.304
Iran,IRN,1979,11.55
Iran,IRN,1980,11.124
Iran,IRN,1981,12.063
Iran,IRN,1982,14.64
Iran,IRN,1983,14.091
Iran,IRN,1984,15.179
Iran,IRN,1985,15.004
Iran,IRN,1986,15.396
Iran,IRN,1987,17.576
Iran,IRN,1988,18.063
Iran,IRN,1989,20.844
Iran,IRN,1990,27.039
Iran,IRN,1991,28.986
Iran,IRN,1992,30.384
Iran,IRN,1993,17.815
Iran,IRN,1994,25.075
Iran,IRN,1995,28.895
Iran,IRN,1996,31.429
Iran,IRN,1997,32.234
Iran,IRN,1998,36.251
Iran,IRN,1999,40.387
Iran,IRN,2000,41.565
Iran,IRN,2001,44.096
Iran,IRN,2002,47.683
Iran,IRN,2003,47.893
Iran,IRN,2004,50.74
Iran,IRN,2005,49.235
Iran,IRN,2006,49.114
Iran,IRN,2007,51.425
Iran,IRN,2008,52.535
Iran,IRN,2009,54.481
Iran,IRN,2010,58.174
Iran,IRN,2011,59.062
Iran,IRN,2012,58.357
Iran,IRN,2013,56.214
Iran,IRN,2014,60.722
Iran,IRN,2015,64.829
Iran,IRN,2016,65.483
Iran,IRN,2017,66.591
Iran,IRN,2018,68.2
Iran,IRN,2019,65.217
Iraq,IRQ,1965,23.242
Iraq,IRQ,1966,25.382
Iraq,IRQ,1967,20.022
Iraq,IRQ,1968,18.767
Iraq,IRQ,1969,25.131
Iraq,IRQ,1970,20.29
Iraq,IRQ,1971,21.948
Iraq,IRQ,1972,18.718
Iraq,IRQ,1973,18.666
Iraq,IRQ,1974,17.396
Iraq,IRQ,1975,24.508
Iraq,IRQ,1976,26.742
Iraq,IRQ,1977,16.927
Iraq,IRQ,1978,18.233
Iraq,IRQ,1979,20.837
Iraq,IRQ,1980,12.805
Iraq,IRQ,1981,6.238
Iraq,IRQ,1982,6.55
Iraq,IRQ,1983,4.092
Iraq,IRQ,1984,4.681
Iraq,IRQ,1985,5.706
Iraq,IRQ,1986,9.377
Iraq,IRQ,1987,18.893
Iraq,IRQ,1988,24.201
Iraq,IRQ,1989,24.874
Iraq,IRQ,1990,16.569
Iraq,IRQ,1991,10.778
Iraq,IRQ,1992,8.933
Iraq,IRQ,1993,7.396
Iraq,IRQ,1994,8.03
Iraq,IRQ,1995,8.176
Iraq,IRQ,1996,8.055
Iraq,IRQ,1997,6.473
Iraq,IRQ,1998,8.922
Iraq,IRQ,1999,12.815
Iraq,IRQ,2000,9.97
Iraq,IRQ,2001,7.765
Iraq,IRQ,2002,7.026
Iraq,IRQ,2003,5.018
Iraq,IRQ,2004,3.014
Iraq,IRQ,2005,4.558
Iraq,IRQ,2006,4.463
Iraq,IRQ,2007,13.878
Iraq,IRQ,2008,19.025
Iraq,IRQ,2009,18.085
Iraq,IRQ,2010,17.672
Iraq,IRQ,2011,14.769
Iraq,IRQ,2012,13.977
Iraq,IRQ,2013,14.473
Iraq,IRQ,2014,16.106
Iraq,IRQ,2015,15.658
Iraq,IRQ,2016,18.358
Iraq,IRQ,2017,21.51
Iraq,IRQ,2018,26.219
Iraq,IRQ,2019,32.213
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,2.665
Ireland,IRL,1980,8.044
Ireland,IRL,1981,12.396
Ireland,IRL,1982,18.32
Ireland,IRL,1983,20.107
Ireland,IRL,1984,21.529
Ireland,IRL,1985,21.131
Ireland,IRL,1986,13.8
Ireland,IRL,1987,13.587
Ireland,IRL,1988,16.383
Ireland,IRL,1989,18.027
Ireland,IRL,1990,18.672
Ireland,IRL,1991,18.467
Ireland,IRL,1992,18.141
Ireland,IRL,1993,20.171
Ireland,IRL,1994,19.737
Ireland,IRL,1995,20.596
Ireland,IRL,1996,22.124
Ireland,IRL,1997,22.155
Ireland,IRL,1998,20.829
Ireland,IRL,1999,21.056
Ireland,IRL,2000,23.212
Ireland,IRL,2001,22.838
Ireland,IRL,2002,23.603
Ireland,IRL,2003,24.052
Ireland,IRL,2004,23.701
Ireland,IRL,2005,21.613
Ireland,IRL,2006,24.033
Ireland,IRL,2007,25.309
Ireland,IRL,2008,26.634
Ireland,IRL,2009,27.702
Ireland,IRL,2010,30.64
Ireland,IRL,2011,28.485
Ireland,IRL,2012,28.09
