Entity,Code,Year,Percentage
Czechia,CZE,1995,56.237
Czechia,CZE,1996,54.241
Czechia,CZE,1997,53.149
Czechia,CZE,1998,50.751
Czechia,CZE,1999,48.242
Czechia,CZE,2000,52.145
Czechia,CZE,2001,50.05
Czechia,CZE,2002,49
Czechia,CZE,2003,47.121
Czechia,CZE,2004,46.054
Czechia,CZE,2005,45.186
Czechia,CZE,2006,45.914
Czechia,CZE,2007,46.343
Czechia,CZE,2008,44.827
Czechia,CZE,2009,43.194
Czechia,CZE,2010,42.805
Czechia,CZE,2011,43.085
Czechia,CZE,2012,41.578
Czechia,CZE,2013,40.42
Czechia,CZE,2014,40.067
Czechia,CZE,2015,40.644
Czechia,CZE,2016,41.568
Czechia,CZE,2017,37.732
Czechia,CZE,2018,37.565
Czechia,CZE,2019,35.428
Denmark,DNK,1965,25.877
Denmark,DNK,1966,25.783
Denmark,DNK,1967,21.951
Denmark,DNK,1968,18.822
Denmark,DNK,1969,14.977
Denmark,DNK,1970,11.243
Denmark,DNK,1971,7.28
Denmark,DNK,1972,7.048
Denmark,DNK,1973,11.165
Denmark,DNK,1974,11.593
Denmark,DNK,1975,11.348
Denmark,DNK,1976,14.322
Denmark,DNK,1977,16.144
Denmark,DNK,1978,17.532
Denmark,DNK,1979,20.95
Denmark,DNK,1980,30.692
Denmark,DNK,1981,27.31
Denmark,DNK,1982,34.469
Denmark,DNK,1983,34.631
Denmark,DNK,1984,35.901
Denmark,DNK,1985,38.832
Denmark,DNK,1986,38.431
Denmark,DNK,1987,39.133
Denmark,DNK,1988,37.023
Denmark,DNK,1989,32.997
Denmark,DNK,1990,35.108
Denmark,DNK,1991,41.31
Denmark,DNK,1992,36.75
Denmark,DNK,1993,36.369
Denmark,DNK,1994,36.457
Denmark,DNK,1995,31.036
Denmark,DNK,1996,35.851
Denmark,DNK,1997,29.403
Denmark,DNK,1998,25.929
Denmark,DNK,1999,22.475
Denmark,DNK,2000,19.634
Denmark,DNK,2001,20.703
Denmark,DNK,2002,20.794
Denmark,DNK,2003,26.348
Denmark,DNK,2004,21.379
Denmark,DNK,2005,18.702
Denmark,DNK,2006,25.746
Denmark,DNK,2007,22.468
Denmark,DNK,2008,20.569
Denmark,DNK,2009,21.528
Denmark,DNK,2010,19.492
Denmark,DNK,2011,17.457
Denmark,DNK,2012,14.421
Denmark,DNK,2013,18.062
Denmark,DNK,2014,15.174
Denmark,DNK,2015,10.352
Denmark,DNK,2016,12.432
Denmark,DNK,2017,9.251
Denmark,DNK,2018,9.538
Denmark,DNK,2019,5.577
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,0
Ecuador,ECU,2015,0
Ecuador,ECU,2016,0
Ecuador,ECU,2017,0
Ecuador,ECU,2018,0
Ecuador,ECU,2019,0
Egypt,EGY,1965,5.13
Egypt,EGY,1966,3.315
Egypt,EGY,1967,5.968
Egypt,EGY,1968,5.764
Egypt,EGY,1969,7.587
Egypt,EGY,1970,5.61
Egypt,EGY,1971,4.48
Egypt,EGY,1972,3.571
Egypt,EGY,1973,3.292
Egypt,EGY,1974,5.053
Egypt,EGY,1975,5.451
Egypt,EGY,1976,4.463
Egypt,EGY,1977,4.695
Egypt,EGY,1978,4.253
Egypt,EGY,1979,4.313
Egypt,EGY,1980,3.045
Egypt,EGY,1981,3.449
Egypt,EGY,1982,3.192
Egypt,EGY,1983,2.79
Egypt,EGY,1984,2.6
Egypt,EGY,1985,2.647
Egypt,EGY,1986,2.598
Egypt,EGY,1987,2.624
Egypt,EGY,1988,2.784
Egypt,EGY,1989,2.698
Egypt,EGY,1990,2.237
Egypt,EGY,1991,2.273
Egypt,EGY,1992,2.331
Egypt,EGY,1993,2.779
Egypt,EGY,1994,2.934
Egypt,EGY,1995,1.853
Egypt,EGY,1996,2.417
Egypt,EGY,1997,1.963
Egypt,EGY,1998,1.855
Egypt,EGY,1999,1.575
Egypt,EGY,2000,1.788
Egypt,EGY,2001,1.493
Egypt,EGY,2002,1.578
Egypt,EGY,2003,1.543
Egypt,EGY,2004,1.507
Egypt,EGY,2005,1.405
Egypt,EGY,2006,1.339
Egypt,EGY,2007,1.15
Egypt,EGY,2008,0.971
Egypt,EGY,2009,0.83
Egypt,EGY,2010,0.592
Egypt,EGY,2011,0.554
Egypt,EGY,2012,0.467
Egypt,EGY,2013,0.464
Egypt,EGY,2014,0.469
Egypt,EGY,2015,0.967
Egypt,EGY,2016,1.398
Egypt,EGY,2017,1.315
Egypt,EGY,2018,2.301
Egypt,EGY,2019,2.139
Estonia,EST,1985,57.002
Estonia,EST,1986,57.974
Estonia,EST,1987,57.603
Estonia,EST,1988,55.898
Estonia,EST,1989,56.152
Estonia,EST,1990,53.812
Estonia,EST,1991,53.353
Estonia,EST,1992,64.353
Estonia,EST,1993,59.608
Estonia,EST,1994,59.616
Estonia,EST,1995,62.242
Estonia,EST,1996,61.375
Estonia,EST,1997,61.466
Estonia,EST,1998,59.562
Estonia,EST,1999,59.125
Estonia,EST,2000,61.043
Estonia,EST,2001,57.91
Estonia,EST,2002,56.813
Estonia,EST,2003,60.453
Estonia,EST,2004,59.325
Estonia,EST,2005,57.754
Estonia,EST,2006,55.61
Estonia,EST,2007,59.131
Estonia,EST,2008,58.927
Estonia,EST,2009,60.212
Estonia,EST,2010,63.731
Estonia,EST,2011,65.973
Estonia,EST,2012,61.026
Estonia,EST,2013,63.324
Estonia,EST,2014,65.492
Estonia,EST,2015,63.431
Estonia,EST,2016,63.696
Estonia,EST,2017,63.604
Estonia,EST,2018,67.178
Estonia,EST,2019,59.052
Europe,,1965,49.323
Europe,,1966,45.942
Europe,,1967,43.18
Europe,,1968,41.099
Europe,,1969,38.815
Europe,,1970,35.846
Europe,,1971,33.409
Europe,,1972,30.803
Europe,,1973,29.589
Europe,,1974,29.732
Europe,,1975,29.332
Europe,,1976,29.06
Europe,,1977,28.514
Europe,,1978,27.969
Europe,,1979,28.139
Europe,,1980,29.4
Europe,,1981,29.67
Europe,,1982,30.409
Europe,,1983,30.553
Europe,,1984,29.731
Europe,,1985,30.556
Europe,,1986,29.794
Europe,,1987,29.439
Europe,,1988,28.534
Europe,,1989,28.284
Europe,,1990,26.654
Europe,,1991,25.48
Europe,,1992,24.729
Europe,,1993,23.566
Europe,,1994,22.696
Europe,,1995,22.023
Europe,,1996,20.824
Europe,,1997,20.354
Europe,,1998,19.609
Europe,,1999,18.608
Europe,,2000,18.927
Europe,,2001,18.538
Europe,,2002,18.608
Europe,,2003,19.006
Europe,,2004,18.424
Europe,,2005,17.903
Europe,,2006,18.584
Europe,,2007,19.003
Europe,,2008,18.016
Europe,,2009,17.15
Europe,,2010,17.291
Europe,,2011,18.447
Europe,,2012,18.935
Europe,,2013,18.502
Europe,,2014,18.08
Europe,,2015,17.155
Europe,,2016,16.31
Europe,,2017,15.607
Europe,,2018,15.238
Europe,,2019,13.538
Finland,FIN,1965,17.814
Finland,FIN,1966,14.52
Finland,FIN,1967,13.286
Finland,FIN,1968,14.707
Finland,FIN,1969,16.001
Finland,FIN,1970,14.76
Finland,FIN,1971,12.769
Finland,FIN,1972,13.425
Finland,FIN,1973,13.511
Finland,FIN,1974,14.385
Finland,FIN,1975,12.821
Finland,FIN,1976,16.245
Finland,FIN,1977,15.525
Finland,FIN,1978,20.123
Finland,FIN,1979,17.956
Finland,FIN,1980,20.459
Finland,FIN,1981,12.502
Finland,FIN,1982,14.046
Finland,FIN,1983,15.414
Finland,FIN,1984,17.029
Finland,FIN,1985,20.547
Finland,FIN,1986,18.572
Finland,FIN,1987,19.765
Finland,FIN,1988,19.916
Finland,FIN,1989,19.393
Finland,FIN,1990,19.167
Finland,FIN,1991,18.762
Finland,FIN,1992,17.176
Finland,FIN,1993,19.403
Finland,FIN,1994,22.457
Finland,FIN,1995,20.858
Finland,FIN,1996,23.713
Finland,FIN,1997,22.239
Finland,FIN,1998,17.636
Finland,FIN,1999,17.405
Finland,FIN,2000,16.375
Finland,FIN,2001,19.357
Finland,FIN,2002,20.825
Finland,FIN,2003,24.233
Finland,FIN,2004,21.974
Finland,FIN,2005,15.531
Finland,FIN,2006,22.651
Finland,FIN,2007,21.444
Finland,FIN,2008,16.953
Finland,FIN,2009,18.4
Finland,FIN,2010,21.369
Finland,FIN,2011,18.649
Finland,FIN,2012,15.774
Finland,FIN,2013,17.328
Finland,FIN,2014,16.124
Finland,FIN,2015,13.879
Finland,FIN,2016,15.488
Finland,FIN,2017,14.668
Finland,FIN,2018,15.297
Finland,FIN,2019,13.331
France,FRA,1965,36.976
France,FRA,1966,33.477
France,FRA,1967,31.018
France,FRA,1968,28.268
France,FRA,1969,25.671
France,FRA,1970,22.497
France,FRA,1971,19.81
France,FRA,1972,16.481
France,FRA,1973,15.007
France,FRA,1974,15.48
France,FRA,1975,14.417
France,FRA,1976,15.901
France,FRA,1977,15.148
France,FRA,1978,15.119
France,FRA,1979,15.947
France,FRA,1980,15.821
France,FRA,1981,14.582
France,FRA,1982,15.487
France,FRA,1983,13.684
France,FRA,1984,12.667
France,FRA,1985,11.904
France,FRA,1986,9.606
France,FRA,1987,8.59
France,FRA,1988,8.282
France,FRA,1989,8.894
France,FRA,1990,8.402
France,FRA,1991,8.412
France,FRA,1992,7.361
France,FRA,1993,6.015
France,FRA,1994,5.996
France,FRA,1995,5.994
France,FRA,1996,6.155
France,FRA,1997,5.465
France,FRA,1998,6.351
France,FRA,1999,5.591
France,FRA,2000,5.368
France,FRA,2001,4.643
France,FRA,2002,4.833
France,FRA,2003,5.084
France,FRA,2004,4.801
France,FRA,2005,5.013
France,FRA,2006,4.672
France,FRA,2007,4.924
France,FRA,2008,4.614
France,FRA,2009,4.351
France,FRA,2010,4.525
France,FRA,2011,3.994
France,FRA,2012,4.531
France,FRA,2013,4.695
France,FRA,2014,3.663
France,FRA,2015,3.537
France,FRA,2016,3.499
France,FRA,2017,4.001
France,FRA,2018,3.555
France,FRA,2019,2.786
Germany,DEU,1965,63.022
Germany,DEU,1966,58.69
Germany,DEU,1967,56.679
Germany,DEU,1968,53.846
Germany,DEU,1969,51.389
Germany,DEU,1970,48.072
Germany,DEU,1971,45.583
Germany,DEU,1972,43.003
Germany,DEU,1973,40.797
Germany,DEU,1974,41.704
Germany,DEU,1975,39.328
Germany,DEU,1976,38.903
Germany,DEU,1977,37.465
Germany,DEU,1978,36.628
Germany,DEU,1979,36.719
Germany,DEU,1980,38.844
Germany,DEU,1981,40.774
Germany,DEU,1982,41.264
Germany,DEU,1983,42.17
Germany,DEU,1984,41.986
Germany,DEU,1985,40.577
Germany,DEU,1986,38.662
Germany,DEU,1987,38.183
Germany,DEU,1988,37.613
Germany,DEU,1989,38.622
Germany,DEU,1990,36.597
Germany,DEU,1991,32.945
Germany,DEU,1992,30.394
Germany,DEU,1993,28.802
Germany,DEU,1994,28.206
Germany,DEU,1995,26.611
Germany,DEU,1996,25.649
Germany,DEU,1997,25.181
Germany,DEU,1998,24.774
Germany,DEU,1999,24.196
Germany,DEU,2000,24.963
Germany,DEU,2001,24.6
Germany,DEU,2002,24.986
Germany,DEU,2003,25.423
Germany,DEU,2004,24.807
Germany,DEU,2005,24.025
Germany,DEU,2006,24.391
Germany,DEU,2007,26.133
Germany,DEU,2008,23.913
Germany,DEU,2009,22.832
Germany,DEU,2010,23.538
Germany,DEU,2011,24.836
Germany,DEU,2012,25.207
Germany,DEU,2013,25.231
Germany,DEU,2014,25.316
Germany,DEU,2015,24.584
Germany,DEU,2016,23.523
Germany,DEU,2017,21.832
Germany,DEU,2018,21.609
Germany,DEU,2019,17.534
Greece,GRC,1965,31.017
Greece,GRC,1966,28.327
Greece,GRC,1967,24.581
Greece,GRC,1968,26.696
Greece,GRC,1969,24.485
Greece,GRC,1970,25.369
Greece,GRC,1971,31.365
Greece,GRC,1972,29.856
Greece,GRC,1973,30.493
Greece,GRC,1974,32.854
Greece,GRC,1975,37.935
Greece,GRC,1976,40.563
Greece,GRC,1977,41.599
Greece,GRC,1978,36.38
Greece,GRC,1979,22.76
Greece,GRC,1980,22.976
Greece,GRC,1981,23.277
Greece,GRC,1982,23.319
Greece,GRC,1983,28.406
Greece,GRC,1984,29.06
Greece,GRC,1985,31.897
Greece,GRC,1986,30.386
Greece,GRC,1987,31.706
Greece,GRC,1988,33.69
Greece,GRC,1989,33.399
Greece,GRC,1990,32.163
Greece,GRC,1991,30.704
Greece,GRC,1992,31.566
Greece,GRC,1993,31.066
Greece,GRC,1994,30.598
Greece,GRC,1995,29.434
Greece,GRC,1996,27.877
Greece,GRC,1997,29.22
Greece,GRC,1998,28.772
Greece,GRC,1999,27.722
Greece,GRC,2000,27.859
Greece,GRC,2001,28.519
Greece,GRC,2002,27.326
Greece,GRC,2003,26.137
Greece,GRC,2004,26.749
Greece,GRC,2005,26.239
Greece,GRC,2006,23.378
Greece,GRC,2007,24.181
Greece,GRC,2008,23.599
Greece,GRC,2009,24.657
Greece,GRC,2010,24.19
Greece,GRC,2011,24.917
Greece,GRC,2012,27.146
Greece,GRC,2013,24.615
Greece,GRC,2014,25.13
Greece,GRC,2015,20.917
Greece,GRC,2016,16.472
Greece,GRC,2017,17.204
Greece,GRC,2018,16.486
Greece,GRC,2019,12.104
Hong Kong,HKG,1965,5.439
Hong Kong,HKG,1966,4.322
Hong Kong,HKG,1967,2.934
Hong Kong,HKG,1968,1.947
Hong Kong,HKG,1969,0.978
Hong Kong,HKG,1970,0.531
Hong Kong,HKG,1971,0.647
Hong Kong,HKG,1972,0.274
Hong Kong,HKG,1973,0.142
Hong Kong,HKG,1974,0.139
Hong Kong,HKG,1975,0.127
Hong Kong,HKG,1976,0.143
Hong Kong,HKG,1977,0.116
Hong Kong,HKG,1978,0.08
Hong Kong,HKG,1979,0.062
Hong Kong,HKG,1980,0.03
Hong Kong,HKG,1981,0.5
Hong Kong,HKG,1982,11.649
Hong Kong,HKG,1983,25.803
Hong Kong,HKG,1984,32.878
Hong Kong,HKG,1985,39.206
Hong Kong,HKG,1986,43.297
Hong Kong,HKG,1987,49.379
Hong Kong,HKG,1988,49.592
Hong Kong,HKG,1989,49.708
Hong Kong,HKG,1990,45.833
Hong Kong,HKG,1991,47.732
Hong Kong,HKG,1992,42.994
Hong Kong,HKG,1993,45.61
Hong Kong,HKG,1994,35.957
Hong Kong,HKG,1995,36.059
Hong Kong,HKG,1996,26.81
Hong Kong,HKG,1997,22.363
Hong Kong,HKG,1998,27.271
Hong Kong,HKG,1999,23.016
Hong Kong,HKG,2000,25.547
Hong Kong,HKG,2001,31.949
Hong Kong,HKG,2002,25.464
Hong Kong,HKG,2003,31.27
Hong Kong,HKG,2004,26.074
Hong Kong,HKG,2005,29.569
Hong Kong,HKG,2006,27.903
Hong Kong,HKG,2007,28.616
Hong Kong,HKG,2008,28.185
Hong Kong,HKG,2009,26.953
Hong Kong,HKG,2010,22.541
Hong Kong,HKG,2011,26.153
Hong Kong,HKG,2012,26.785
Hong Kong,HKG,2013,27.794
Hong Kong,HKG,2014,29.817
Hong Kong,HKG,2015,23.855
Hong Kong,HKG,2016,23.243
Hong Kong,HKG,2017,20.3
Hong Kong,HKG,2018,20.174
Hong Kong,HKG,2019,20.814
Hungary,HUN,1965,68.6
Hungary,HUN,1966,64.918
Hungary,HUN,1967,59.015
Hungary,HUN,1968,56.142
Hungary,HUN,1969,53.21
Hungary,HUN,1970,50.192
Hungary,HUN,1971,47.056
Hungary,HUN,1972,44.292
Hungary,HUN,1973,41.114
Hungary,HUN,1974,38.047
Hungary,HUN,1975,34.24
Hungary,HUN,1976,32.473
Hungary,HUN,1977,31.414
Hungary,HUN,1978,29.343
Hungary,HUN,1979,29.861
Hungary,HUN,1980,29.193
Hungary,HUN,1981,29.634
Hungary,HUN,1982,30.761
Hungary,HUN,1983,29.439
Hungary,HUN,1984,27.897
Hungary,HUN,1985,26.56
Hungary,HUN,1986,26.377
Hungary,HUN,1987,25.249
Hungary,HUN,1988,24.398
Hungary,HUN,1989,22.437
Hungary,HUN,1990,22.013
Hungary,HUN,1991,21.921
Hungary,HUN,1992,20.966
Hungary,HUN,1993,19.158
Hungary,HUN,1994,17.938
Hungary,HUN,1995,17.531
Hungary,HUN,1996,17.007
Hungary,HUN,1997,16.708
Hungary,HUN,1998,16.038
Hungary,HUN,1999,16.665
Hungary,HUN,2000,16.082
Hungary,HUN,2001,14.854
Hungary,HUN,2002,14.541
Hungary,HUN,2003,14.781
Hungary,HUN,2004,13.916
Hungary,HUN,2005,11.585
Hungary,HUN,2006,11.804
Hungary,HUN,2007,12.175
Hungary,HUN,2008,12.005
Hungary,HUN,2009,11.022
Hungary,HUN,2010,11.376
Hungary,HUN,2011,11.522
Hungary,HUN,2012,11.943
Hungary,HUN,2013,11.004
Hungary,HUN,2014,10.849
Hungary,HUN,2015,10.705
Hungary,HUN,2016,9.864
Hungary,HUN,2017,9.61
Hungary,HUN,2018,9.03
Hungary,HUN,2019,7.925
Iceland,ISL,1965,1.018
Iceland,ISL,1966,0.714
Iceland,ISL,1967,0.554
Iceland,ISL,1968,0.414
Iceland,ISL,1969,0.293
Iceland,ISL,1970,0.163
Iceland,ISL,1971,0.103
Iceland,ISL,1972,0.068
Iceland,ISL,1973,0.036
Iceland,ISL,1974,0.029
Iceland,ISL,1975,0.021
Iceland,ISL,1976,0.02
Iceland,ISL,1977,0.017
Iceland,ISL,1978,0.014
Iceland,ISL,1979,1.173
Iceland,ISL,1980,1.546
Iceland,ISL,1981,2.578
Iceland,ISL,1982,2.348
Iceland,ISL,1983,3.253
Iceland,ISL,1984,4.271
Iceland,ISL,1985,4.613
Iceland,ISL,1986,4.971
Iceland,ISL,1987,3.842
Iceland,ISL,1988,3.674
Iceland,ISL,1989,3.789
Iceland,ISL,1990,3.611
Iceland,ISL,1991,3.816
Iceland,ISL,1992,2.904
Iceland,ISL,1993,2.887
Iceland,ISL,1994,2.821
Iceland,ISL,1995,3.215
Iceland,ISL,1996,3.006
Iceland,ISL,1997,2.976
Iceland,ISL,1998,2.47
Iceland,ISL,1999,2.637
Iceland,ISL,2000,3.435
Iceland,ISL,2001,3.688
Iceland,ISL,2002,3.537
Iceland,ISL,2003,3.456
Iceland,ISL,2004,3.548
Iceland,ISL,2005,3.373
Iceland,ISL,2006,3.146
Iceland,ISL,2007,2.946
Iceland,ISL,2008,2.054
Iceland,ISL,2009,1.903
Iceland,ISL,2010,2.006
Iceland,ISL,2011,2.005
Iceland,ISL,2012,2.031
Iceland,ISL,2013,2.265
Iceland,ISL,2014,1.858
Iceland,ISL,2015,1.969
Iceland,ISL,2016,2.28
Iceland,ISL,2017,2.161
Iceland,ISL,2018,2.094
Iceland,ISL,2019,2.186
India,IND,1965,67.11
India,IND,1966,64.965
India,IND,1967,64.07
India,IND,1968,62.032
India,IND,1969,59.444
India,IND,1970,57.611
India,IND,1971,56.177
India,IND,1972,56.348
India,IND,1973,54.479
India,IND,1974,58.006
India,IND,1975,58.035
India,IND,1976,57.62
India,IND,1977,57.037
India,IND,1978,53.176
India,IND,1979,53.49
India,IND,1980,54.576
India,IND,1981,55.444
India,IND,1982,55.306
India,IND,1983,55.795
India,IND,1984,54.881
India,IND,1985,54.448
India,IND,1986,54.645
India,IND,1987,56.397
India,IND,1988,55.608
India,IND,1989,55.349
India,IND,1990,55.773
India,IND,1991,56.28
India,IND,1992,56.682
India,IND,1993,57.279
India,IND,1994,56.125
India,IND,1995,55.399
India,IND,1996,54.768
India,IND,1997,54.275
India,IND,1998,52.893
India,IND,1999,51.024
India,IND,2000,51.587
India,IND,2001,51.747
India,IND,2002,51.669
India,IND,2003,52.112
India,IND,2004,51.675
India,IND,2005,53.384
India,IND,2006,52.737
India,IND,2007,53.091
India,IND,2008,54.263
India,IND,2009,54.626
India,IND,2010,53.903
India,IND,2011,53.409
India,IND,2012,55.014
India,IND,2013,56.641
India,IND,2014,58.237
India,IND,2015,57.521
India,IND,2016,56.062
India,IND,2017,55.712
India,IND,2018,55.726
India,IND,2019,54.669
Indonesia,IDN,1965,1.782
Indonesia,IDN,1966,2.201
Indonesia,IDN,1967,1.566
Indonesia,IDN,1968,1.099
Indonesia,IDN,1969,1.173
Indonesia,IDN,1970,0.953
Indonesia,IDN,1971,1.144
Indonesia,IDN,1972,1.078
Indonesia,IDN,1973,0.641
Indonesia,IDN,1974,0.652
Indonesia,IDN,1975,0.678
Indonesia,IDN,1976,0.645
Indonesia,IDN,1977,0.524
Indonesia,IDN,1978,0.629
Indonesia,IDN,1979,0.829
Indonesia,IDN,1980,0.981
Indonesia,IDN,1981,0.963
Indonesia,IDN,1982,0.892
Indonesia,IDN,1983,0.842
Indonesia,IDN,1984,0.814
Indonesia,IDN,1985,2.58
Indonesia,IDN,1986,3.738
Indonesia,IDN,1987,5.543
Indonesia,IDN,1988,5.486
Indonesia,IDN,1989,7.443
Indonesia,IDN,1990,6.504
Indonesia,IDN,1991,6.068
Indonesia,IDN,1992,6.749
Indonesia,IDN,1993,7.446
Indonesia,IDN,1994,6.967
Indonesia,IDN,1995,7.197
Indonesia,IDN,1996,8.043
Indonesia,IDN,1997,9.135
Indonesia,IDN,1998,9.979
Indonesia,IDN,1999,12.585
Indonesia,IDN,2000,12.932
Indonesia,IDN,2001,15.511
Indonesia,IDN,2002,15.319
Indonesia,IDN,2003,19.1
Indonesia,IDN,2004,17.635
Indonesia,IDN,2005,19.723
Indonesia,IDN,2006,23.034
Indonesia,IDN,2007,26.929
Indonesia,IDN,2008,23.732
Indonesia,IDN,2009,24.116
Indonesia,IDN,2010,26.143
Indonesia,IDN,2011,28.445
Indonesia,IDN,2012,30.533
Indonesia,IDN,2013,31.525
Indonesia,IDN,2014,26.632
Indonesia,IDN,2015,30.147
Indonesia,IDN,2016,30.597
Indonesia,IDN,2017,31.606
Indonesia,IDN,2018,34.509
Indonesia,IDN,2019,38.224
Iran,IRN,1965,2.474
Iran,IRN,1966,2.499
Iran,IRN,1967,2.51
Iran,IRN,1968,2.518
Iran,IRN,1969,2.533
Iran,IRN,1970,2.373
Iran,IRN,1971,1.527
Iran,IRN,1972,2.108
Iran,IRN,1973,2.964
Iran,IRN,1974,2.869
Iran,IRN,1975,4.565
Iran,IRN,1976,4.014
Iran,IRN,1977,3.583
Iran,IRN,1978,2.24
Iran,IRN,1979,2.996
Iran,IRN,1980,3.412
Iran,IRN,1981,2.844
Iran,IRN,1982,3.399
Iran,IRN,1983,2.701
Iran,IRN,1984,1.932
Iran,IRN,1985,1.742
Iran,IRN,1986,1.832
Iran,IRN,1987,1.681
Iran,IRN,1988,1.642
Iran,IRN,1989,1.102
Iran,IRN,1990,0.98
Iran,IRN,1991,1.288
Iran,IRN,1992,1.034
Iran,IRN,1993,1.377
Iran,IRN,1994,1.231
Iran,IRN,1995,1.089
Iran,IRN,1996,1.053
Iran,IRN,1997,1.044
Iran,IRN,1998,1.175
Iran,IRN,1999,1.048
Iran,IRN,2000,1.06
Iran,IRN,2001,0.985
Iran,IRN,2002,0.858
Iran,IRN,2003,0.91
Iran,IRN,2004,0.869
Iran,IRN,2005,0.918
Iran,IRN,2006,0.811
Iran,IRN,2007,0.79
Iran,IRN,2008,0.57
Iran,IRN,2009,0.638
Iran,IRN,2010,0.602
Iran,IRN,2011,0.64
Iran,IRN,2012,0.5
Iran,IRN,2013,0.61
Iran,IRN,2014,0.666
Iran,IRN,2015,0.639
Iran,IRN,2016,0.587
Iran,IRN,2017,0.61
Iran,IRN,2018,0.469
Iran,IRN,2019,0.419
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0
Iraq,IRQ,2014,0
Iraq,IRQ,2015,0
Iraq,IRQ,2016,0
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Ireland,IRL,1965,53.864
Ireland,IRL,1966,54.742
Ireland,IRL,1967,53.765
Ireland,IRL,1968,56.282
Ireland,IRL,1969,53.388
Ireland,IRL,1970,33.049
Ireland,IRL,1971,30.343
Ireland,IRL,1972,26.762
Ireland,IRL,1973,24.832
Ireland,IRL,1974,26.324
Ireland,IRL,1975,23.82
Ireland,IRL,1976,23.995
Ireland,IRL,1977,23.587
Ireland,IRL,1978,21.444
Ireland,IRL,1979,22.309
Ireland,IRL,1980,21.851
Ireland,IRL,1981,23.441
Ireland,IRL,1982,24.973
Ireland,IRL,1983,27.49
Ireland,IRL,1984,26.628
Ireland,IRL,1985,29.16
Ireland,IRL,1986,29.677
Ireland,IRL,1987,37.686
Ireland,IRL,1988,38.568
Ireland,IRL,1989,37.497
Ireland,IRL,1990,34.438
Ireland,IRL,1991,31.891
Ireland,IRL,1992,30.168
Ireland,IRL,1993,28.689
Ireland,IRL,1994,26.408
Ireland,IRL,1995,26.074
Ireland,IRL,1996,24.79
Ireland,IRL,1997,22.63
Ireland,IRL,1998,21.181
Ireland,IRL,1999,17.224
Ireland,IRL,2000,17.634
Ireland,IRL,2001,17.423
Ireland,IRL,2002,16.865
Ireland,IRL,2003,16.759
